"","CatSpeSpeciesRef","BandNumber","Date","Sex","Age","CatSampleID","LocRegionRef","LocLon","LocLat","AIV","AIVAb","CatAgeAgeRef","SpeOrder","lat","lon","Year","Month","Year2","Season","Ecotype","group","Species","Order" 
"1049","Chestnut teal","10135181",2013-04-26,"M","A","5060","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1050","Chestnut teal","09161729",2019-12-23,"F","A","14407","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2019,12,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1051","Chestnut teal","09161711",2018-05-09,"M","A","12842","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1052","Chestnut teal","10134967",2019-07-11,"M",NA,"14168","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1053","Chestnut teal","10135062",2012-12-17,"M","A","3833","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1054","Chestnut teal","10135061",2012-12-17,"M","J","3832","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1055","Chestnut teal","09161730",2018-08-13,"F","A","12947","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1056","Chestnut teal","10135064",2012-12-17,"M","A","3841","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1057","Chestnut teal","10127544",2011-10-20,"F","A","1127","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2011,10,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1058","Chestnut teal","10135067",2012-12-17,"M","A","3844","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1059","Chestnut teal","09161712",2021-02-03,"F","A","15287","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2021,2,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1060","Chestnut teal","09157594",2012-06-08,"F","A","2286","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,6,"2011","W","Temp","Duck","Chestnut teal","Anseriformes"
"1061","Chestnut teal","09157593",2012-04-18,"F","A","2258","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Chestnut teal","Anseriformes"
"1062","Chestnut teal","10135073",2012-12-17,"M","A","3859","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1063","Chestnut teal","09161714",2018-08-13,"F","A","13120","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1064","Chestnut teal","10135199",2013-04-29,NA,"J","5096","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"J","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1065","Chestnut teal","10134865",2013-04-23,"F","A","4583","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1066","Chestnut teal","10134978",2019-06-19,"M",NA,"14108","Geelong",144.52,-38.23,0,1,"U","Anseriformes",-38.23,144.52,2019,6,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1067","Chestnut teal","10135074",2013-02-11,NA,"A","4153","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1068","Chestnut teal","09161740",2019-06-19,"F",NA,"14106","Geelong",144.52,-38.23,0,0,"U","Anseriformes",-38.23,144.52,2019,6,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1069","Chestnut teal","10135202",2013-04-29,NA,"J","5099","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"J","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1070","Chestnut teal","09161262",2021-02-03,"F","A","15290","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2021,2,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1071","Chestnut teal","09161745",2019-07-11,"F",NA,"14173","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1072","Chestnut teal","10134980",2018-08-13,"M","A","11357","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1073","Chestnut teal","09161745",2019-12-23,NA,"A","14414","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2019,12,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1074","Chestnut teal","09161719",2018-05-24,"F","A","12887","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1075","Chestnut teal","09160231",2012-12-10,"M","A","3811","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1076","Chestnut teal",NA,2018-05-26,"F","A","13405","Paynesville",147.63,-37.85,0,NA,"1+","Anseriformes",-37.85,147.63,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1077","Chestnut teal","09154063",2011-10-19,"F","A","1117","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2011,10,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1078","Chestnut teal","09157531",2012-02-16,NA,"A","2027","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1079","Chestnut teal","10134984",2019-07-11,"M",NA,"14141","Geelong",144.52,-38.23,0,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1080","Chestnut teal","09160200",2012-12-10,"M","A","3751","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1081","Chestnut teal","10132780",2012-06-08,"M","A","2289","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,6,"2011","W","Temp","Duck","Chestnut teal","Anseriformes"
"1082","Chestnut teal","09161272",2020-10-21,"F","A","15089","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,10,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1083","Chestnut teal","10134963",2018-05-24,"M","A","12883","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1084","Chestnut teal","09161275",2021-01-21,"F","J","15276","Geelong",144.52,-38.23,0,0,"1","Anseriformes",-38.23,144.52,2021,1,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1085","Chestnut teal","10135092",2013-02-04,"M","A","4002","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1086","Chestnut teal","09152993",2011-10-18,"M","A","1088","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2011,10,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1087","Chestnut teal","09157537",2012-02-21,"F","A","2041","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1088","Chestnut teal","10135093",2013-02-04,"M","J","4012","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1089","Chestnut teal",NA,2018-06-11,"F",NA,"11601","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1090","Chestnut teal","10135097",2013-02-14,"M","A","4212","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1091","Chestnut teal",NA,2018-06-11,"F",NA,"11591","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1092","Chestnut teal","10135098",2013-02-04,"M","A","4032","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1093","Chestnut teal","09154124",2011-06-16,"F","A","661","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2011,6,"2010","W","Temp","Duck","Chestnut teal","Anseriformes"
"1094","Chestnut teal","10135096",2013-02-04,"M","A","4024","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1095","Chestnut teal","10134992",2020-09-02,"M","A","15046","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1096","Chestnut teal","10134934",2013-04-23,"M","A","5006","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1097","Chestnut teal","09161711",2018-08-13,"M","A","12935","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1098","Chestnut teal","10134993",2019-06-19,"M",NA,"14125","Geelong",144.52,-38.23,0,0,"U","Anseriformes",-38.23,144.52,2019,6,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1099","Chestnut teal",NA,2018-06-11,"F",NA,"11593","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1100","Chestnut teal",NA,2017-03-19,"F","J","10774","Apsley",141.0199,-36.98,0,NA,"J","Anseriformes",-36.98,141.02,2017,3,"2016","W","Temp","Duck","Chestnut teal","Anseriformes"
"1101","Chestnut teal","09154009",2011-06-24,"M","J","737","Melbourne Western Treatment Plant",144.65,-37.99,1,1,"J","Anseriformes",-37.99,144.65,2011,6,"2010","W","Temp","Duck","Chestnut teal","Anseriformes"
"1102","Chestnut teal",NA,2018-06-11,"F",NA,"11598","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1103","Chestnut teal","10135238",2013-05-02,"M","J","5171","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1","Anseriformes",-37.99,144.65,2013,5,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1104","Chestnut teal",NA,2018-06-11,"F",NA,"11597","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1105","Chestnut teal","10134997",2019-11-13,"M",NA,"14135","Geelong",144.52,-38.23,0,0,"U","Anseriformes",-38.23,144.52,2019,11,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1106","Chestnut teal","10134999",2020-09-23,"M","A","15071","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1107","Chestnut teal","10135241",2013-05-02,"M","A","5174","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1+","Anseriformes",-37.99,144.65,2013,5,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1108","Chestnut teal","10135000",2020-08-29,"M","A","15032","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,8,"2020","W","Temp","Duck","Chestnut teal","Anseriformes"
"1109","Chestnut teal",NA,2018-05-19,"F","A","13228","Sale",147.31,-38.09,0,NA,"1+","Anseriformes",-38.09,147.31,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1110","Chestnut teal",NA,2018-06-11,"F",NA,"11590","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1111","Chestnut teal","09161516",2013-04-29,NA,"A","5094","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1112","Chestnut teal","09154058",2011-10-19,"F","A","1112","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2011,10,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1113","Chestnut teal",NA,2016-06-13,"F","A","10187","Carlisle river",143.421944,-38.610556,0,NA,"1+","Anseriformes",-38.61,143.42,2016,6,NA,"W","Temp","Duck","Chestnut teal","Anseriformes"
"1114","Chestnut teal","10135206",2013-04-29,NA,"J","5105","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"J","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1115","Chestnut teal","10134871",2013-02-11,NA,"A","4163","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1116","Chestnut teal","09160267",2012-12-17,"F","A","3249","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1117","Chestnut teal",NA,2015-02-14,"F","J","8090","King Island",143.8457,-39.878,0,1,"J","Anseriformes",-39.88,143.85,2015,2,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1118","Chestnut teal","09160232",2012-12-12,"F","A","3814","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1119","Chestnut teal","10132778",2012-04-16,"M","A","2251","Melbourne Western Treatment Plant",144.65,-37.99,1,1,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Chestnut teal","Anseriformes"
"1120","Chestnut teal","09161271",2020-09-23,"F","A","15070","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1121","Chestnut teal","09161720",2019-12-23,"F","A","14410","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2019,12,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1122","Chestnut teal","09161748",2019-07-11,"F",NA,"14160","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1123","Chestnut teal","10134961",2018-08-13,"M","A","11354","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1124","Chestnut teal","09154347",2012-02-14,"F","A","1963","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1125","Chestnut teal","09161706",2018-05-02,"F","A","12778","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1126","Chestnut teal","10132790",2012-09-02,NA,NA,"2421","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"U","Anseriformes",-37.99,144.65,2012,9,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1127","Chestnut teal",NA,2018-05-26,"F","A","13435","Cape Otway",143.47,-38.78,0,NA,"1+","Anseriformes",-38.78,143.47,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1128","Chestnut teal","09161708",2018-05-09,"F","A","12839","Geelong",144.52,-38.23,1,0,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1129","Chestnut teal",NA,2018-05-26,"F","A","13387","Geelong",144.455833,-38.224722,0,NA,"1+","Anseriformes",-38.22,144.46,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1130","Chestnut teal",NA,2018-06-10,"F","A","13487","Kerang",143.77,-35.64,0,NA,"1+","Anseriformes",-35.64,143.77,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1131","Chestnut teal","10135145",2019-07-11,"M",NA,"14190","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1132","Chestnut teal","09160208",2012-12-10,"M","A","3761","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1133","Chestnut teal",NA,2018-06-10,"F","A","13488","Kerang",143.77,-35.64,0,NA,"1+","Anseriformes",-35.64,143.77,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1134","Chestnut teal","09161710",2018-05-09,"F","A","12841","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1135","Chestnut teal","10134932",2013-04-23,"M","A","5004","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1136","Chestnut teal","10135306",2021-01-14,"M","A","15257","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2021,1,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1137","Chestnut teal","10135188",2013-04-26,"M","A","5068","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1138","Chestnut teal","09161254",2019-07-11,"F",NA,"14186","Geelong",144.52,-38.23,NA,0,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1139","Chestnut teal","10134858",2013-02-04,"M","J","4070","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1140","Chestnut teal","09161255",2019-07-11,"F",NA,"14188","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1141","Chestnut teal","09161257",2019-11-13,"F",NA,"14215","Geelong",144.52,-38.23,0,0,"U","Anseriformes",-38.23,144.52,2019,11,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1142","Chestnut teal",NA,2018-05-26,"F",NA,"13424","Orbost",148.56,-37.75,0,NA,"U","Anseriformes",-37.75,148.56,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1143","Chestnut teal","09160216",2012-12-10,"F","A","3777","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1144","Chestnut teal","09161714",2018-05-24,"F","A","12879","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1145","Chestnut teal","10134942",2013-04-23,"M","A","5016","Melbourne Western Treatment Plant",144.65,-37.99,1,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1146","Chestnut teal","09161262",2019-11-13,NA,NA,"14206","Geelong",144.52,-38.23,0,1,"U","Anseriformes",-38.23,144.52,2019,11,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1147","Chestnut teal","09161262",2021-01-21,"F","A","15277","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2021,1,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1148","Chestnut teal",NA,2018-05-26,"F",NA,"13430","Orbost",148.52,-37.77,0,NA,"U","Anseriformes",-37.77,148.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
