"","CatSpeSpeciesRef","BandNumber","Date","Sex","Age","CatSampleID","LocRegionRef","LocLon","LocLat","AIV","AIVAb","CatAgeAgeRef","SpeOrder","lat","lon","Year","Month","Year2","Season","Ecotype","group","Species","Order" 
"6287","Red-necked avocet","08331322",2013-01-06,NA,NA,"3634","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6288","Red-necked avocet","08317860",2012-01-02,NA,"A","1827","Western Port",145.48,-38.23,0,NA,"2+","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6289","Red-necked avocet","08331321",2013-01-06,NA,NA,"3631","Western Port",145.48,-38.23,0,1,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6290","Red-necked avocet",NA,2014-03-21,"F","A","5967","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6291","Red-necked avocet",NA,2012-01-02,"F",NA,"1802","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6292","Red-necked avocet","08331363",2013-01-06,NA,NA,"3620","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6293","Red-necked avocet",NA,2011-11-06,"F","J","1229","Innamincka Regional Reserve",140.28,-26.95,0,0,"1","Charadriiformes",-26.95,140.28,2011,11,"2011","S",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6294","Red-necked avocet","08331364",2013-01-06,NA,NA,"3623","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6295","Red-necked avocet","08331365",2013-01-06,NA,NA,"3626","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6296","Red-necked avocet","08317871",2012-01-02,NA,"J","1825","Western Port",145.48,-38.23,0,NA,"1","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6297","Red-necked avocet","08317870",2013-01-06,"F","A","3595","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6298","Red-necked avocet","08331884",2014-03-19,"M","A","5923","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6299","Red-necked avocet","08331842",2013-07-07,NA,NA,"5302","Innamincka Regional Reserve",140.178,-27.014,0,0,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6300","Red-necked avocet",NA,2012-01-02,"F",NA,"1808","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6301","Red-necked avocet","08331371",2013-01-06,NA,NA,"3644","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6302","Red-necked avocet","08331369",2013-01-06,NA,NA,"3633","Western Port",145.48,-38.23,0,1,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6303","Red-necked avocet","08322858",2013-01-06,"M","A","3611","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6304","Red-necked avocet","08331824",2013-04-03,NA,"A","4836","Innamincka Regional Reserve",140.17,-27.01,0,NA,"1+","Charadriiformes",-27.01,140.17,2013,4,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6305","Red-necked avocet",NA,2012-01-02,"F",NA,"1850","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6306","Red-necked avocet",NA,2012-01-02,"F",NA,"1794","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6307","Red-necked avocet",NA,2012-01-02,"F",NA,"1851","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6308","Red-necked avocet","08331827",2013-07-07,NA,NA,"5306","Innamincka Regional Reserve",140.178,-27.014,0,0,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6309","Red-necked avocet","08331850",2013-07-11,NA,NA,"5366","Innamincka Regional Reserve",140.17,-27.01,0,0,"U","Charadriiformes",-27.01,140.17,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6310","Red-necked avocet","08331813",2013-04-02,NA,"A","4796","Innamincka Regional Reserve",140.17,-27.01,0,0,"1+","Charadriiformes",-27.01,140.17,2013,4,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6311","Red-necked avocet","08331304",2013-01-06,NA,NA,"3587","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6312","Red-necked avocet",NA,2014-03-22,"F","J","5996","Innamincka Regional Reserve",140.178,-27.014,0,1,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6313","Red-necked avocet","08331853",2013-07-11,NA,NA,"5374","Innamincka Regional Reserve",140.17,-27.01,NA,0,"U","Charadriiformes",-27.01,140.17,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6314","Red-necked avocet","08331819",2013-04-03,NA,"A","4831","Innamincka Regional Reserve",140.17,-27.01,0,0,"1+","Charadriiformes",-27.01,140.17,2013,4,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6315","Red-necked avocet","08331855",2013-07-11,NA,NA,"5376","Innamincka Regional Reserve",140.17,-27.01,0,1,"U","Charadriiformes",-27.01,140.17,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6316","Red-necked avocet","08331361",2013-01-06,"M",NA,"3612","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6317","Red-necked avocet","08331874",2014-03-18,"F","A","5908","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6318","Red-necked avocet","08331833",2013-07-03,NA,NA,"5237","Innamincka Regional Reserve",140.178,-27.014,0,0,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6319","Red-necked avocet",NA,2014-03-22,"F","A","5993","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6320","Red-necked avocet","08331862",2014-03-15,NA,"A","5849","Innamincka Regional Reserve",140.178,-27.014,0,1,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6321","Red-necked avocet",NA,2012-01-02,"F",NA,"1803","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6322","Red-necked avocet","07363954",2012-01-02,NA,"A","1883","Western Port",145.48,-38.23,0,NA,"2+","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6323","Red-necked avocet","08322883",2013-01-06,"M","A","3616","Western Port",145.48,-38.23,0,1,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6324","Red-necked avocet","08322892",2012-01-02,NA,"J","1876","Western Port",145.48,-38.23,0,NA,"1","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6325","Red-necked avocet","07363969",2012-01-02,NA,"J","1884","Western Port",145.48,-38.23,0,NA,"1","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6326","Red-necked avocet","08317861",2012-01-02,NA,"A","1820","Western Port",145.48,-38.23,1,NA,"2+","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6327","Red-necked avocet",NA,2014-03-21,"F","J","5968","Innamincka Regional Reserve",140.178,-27.014,0,1,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6328","Red-necked avocet","08331360",2013-01-06,"M",NA,"3609","Western Port",145.48,-38.23,0,1,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6329","Red-necked avocet","08322852",2013-01-06,NA,"A","3585","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6330","Red-necked avocet","08331831",2013-07-02,NA,NA,"5210","Innamincka Regional Reserve",140.178,-27.014,0,NA,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6331","Red-necked avocet","08331821",2013-04-03,NA,"A","4833","Innamincka Regional Reserve",140.17,-27.01,0,1,"1+","Charadriiformes",-27.01,140.17,2013,4,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6332","Red-necked avocet","08331836",2013-07-05,NA,NA,"5273","Innamincka Regional Reserve",140.178,-27.014,0,1,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6333","Red-necked avocet","08331837",2013-07-05,NA,NA,"5274","Innamincka Regional Reserve",140.178,-27.014,0,1,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6334","Red-necked avocet","08331845",2013-07-09,NA,NA,"5321","Innamincka Regional Reserve",140.178,-27.014,NA,1,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6335","Red-necked avocet","08331326",2013-01-06,NA,NA,"3643","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6336","Red-necked avocet","08331366",2013-01-06,NA,NA,"3625","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6337","Red-necked avocet","08331367",2013-01-06,NA,NA,"3629","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6338","Red-necked avocet",NA,2012-01-02,"F",NA,"1847","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6339","Red-necked avocet","08331883",2014-03-19,"F","J","5922","Innamincka Regional Reserve",140.178,-27.014,0,1,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6340","Red-necked avocet","08331882",2014-03-19,"M","J","5920","Innamincka Regional Reserve",140.178,-27.014,0,1,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6341","Red-necked avocet",NA,2012-01-02,"F",NA,"1795","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6342","Red-necked avocet","08331320",2013-01-06,NA,NA,"3630","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6343","Red-necked avocet","08331319",2013-01-06,NA,NA,"3628","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6344","Red-necked avocet","08331834",2013-07-03,NA,NA,"5264","Innamincka Regional Reserve",140.178,-27.014,0,NA,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6345","Red-necked avocet","08322866",2013-01-06,NA,"A","3627","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6346","Red-necked avocet",NA,2012-01-02,"F",NA,"1796","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6347","Red-necked avocet","08331311",2013-01-06,"F",NA,"3605","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6348","Red-necked avocet",NA,2012-01-02,"F",NA,"1807","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6349","Red-necked avocet","08331313",2013-01-06,"F",NA,"3608","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6350","Red-necked avocet","08331851",2013-07-11,NA,NA,"5367","Innamincka Regional Reserve",140.17,-27.01,0,0,"U","Charadriiformes",-27.01,140.17,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6351","Red-necked avocet","08331815",2013-04-02,NA,"A","4800","Innamincka Regional Reserve",140.17,-27.01,0,0,"1+","Charadriiformes",-27.01,140.17,2013,4,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6352","Red-necked avocet","08331852",2013-07-11,NA,NA,"5369","Innamincka Regional Reserve",140.17,-27.01,0,1,"U","Charadriiformes",-27.01,140.17,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6353","Red-necked avocet","08325183",2011-11-06,NA,"J","1230","Innamincka Regional Reserve",140.28,-26.95,0,0,"1","Charadriiformes",-26.95,140.28,2011,11,"2011","S",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6354","Red-necked avocet","08331359",2013-01-06,"F",NA,"3607","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6355","Red-necked avocet","08331317",2013-01-06,NA,NA,"3622","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6356","Red-necked avocet",NA,2014-03-21,"F","J","5972","Innamincka Regional Reserve",140.178,-27.014,0,1,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6357","Red-necked avocet","08322899",2012-01-02,NA,"A","1886","Western Port",145.48,-38.23,0,NA,"2+","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6358","Red-necked avocet","08331872",2014-03-18,"F","J","5906","Innamincka Regional Reserve",140.178,-27.014,0,1,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6359","Red-necked avocet","08322904",2012-01-02,NA,"A","1813","Western Port",145.48,-38.23,0,NA,"2+","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6360","Red-necked avocet",NA,2012-01-02,"F",NA,"1791","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6361","Red-necked avocet","08322911",2013-01-06,"M","A","3604","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6362","Red-necked avocet","08331877",2014-03-19,"F","A","5915","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6363","Red-necked avocet","08322883",2012-01-02,NA,"J","1835","Western Port",145.48,-38.23,0,NA,"1","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6364","Red-necked avocet","08331356",2013-01-06,"M",NA,"3597","Western Port",145.48,-38.23,0,1,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6365","Red-necked avocet","08331316",2013-01-06,"M",NA,"3617","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6366","Red-necked avocet","08331368",2013-01-06,NA,NA,"3632","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6367","Red-necked avocet",NA,2012-01-02,"F",NA,"1844","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6368","Red-necked avocet","08331881",2014-03-19,"F","A","5919","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6369","Red-necked avocet","08331829",2013-07-02,NA,NA,"5201","Innamincka Regional Reserve",140.178,-27.014,0,NA,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6370","Red-necked avocet",NA,2012-01-02,"F",NA,"1853","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6371","Red-necked avocet","08322854",2012-01-02,NA,"A","1874","Western Port",145.48,-38.23,0,NA,"2+","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6372","Red-necked avocet","08322866",2012-01-02,NA,"J","1871","Western Port",145.48,-38.23,0,NA,"1","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6373","Red-necked avocet","0736395?",2012-01-02,NA,NA,"1878","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6374","Red-necked avocet","08331351",2013-01-06,NA,NA,"3581","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6375","Red-necked avocet",NA,2012-01-02,"F",NA,"1806","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6376","Red-necked avocet","08331327",2013-01-06,NA,NA,"3646","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6377","Red-necked avocet","08317870",2013-01-06,NA,"A","3618","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6378","Red-necked avocet","08322928",2012-01-02,NA,"J","1843","Western Port",145.48,-38.23,0,NA,"1","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6379","Red-necked avocet",NA,2014-03-22,"F","J","6006","Innamincka Regional Reserve",140.178,-27.014,0,0,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6380","Red-necked avocet","08331357",2013-01-06,"F",NA,"3599","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6381","Red-necked avocet","08331354",2013-01-06,"M",NA,"3590","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6382","Red-necked avocet","08331878",2014-03-19,"F","A","5916","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6383","Red-necked avocet",NA,2011-11-13,"F","J","1425","Innamincka Regional Reserve",140.28,-26.95,0,NA,"1","Charadriiformes",-26.95,140.28,2011,11,"2011","S",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6384","Red-necked avocet","08322901",2013-01-06,NA,"A","3586","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6385","Red-necked avocet",NA,2012-01-02,"F",NA,"1798","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6386","Red-necked avocet",NA,2012-01-02,"F",NA,"1848","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6387","Red-necked avocet",NA,2012-01-02,"F",NA,"1852","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6388","Red-necked avocet",NA,2012-01-02,"F",NA,"1799","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6389","Red-necked avocet","08331876",2014-03-19,"M","A","5914","Innamincka Regional Reserve",140.178,-27.014,0,1,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6390","Red-necked avocet",NA,2012-01-02,"F",NA,"1854","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6391","Red-necked avocet",NA,2014-03-22,"F","J","5997","Innamincka Regional Reserve",140.178,-27.014,0,0,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6392","Red-necked avocet","08331840",2013-07-07,NA,NA,"5300","Innamincka Regional Reserve",140.178,-27.014,0,0,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6393","Red-necked avocet",NA,2012-01-02,"F",NA,"1800","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6394","Red-necked avocet","08331839",2013-07-07,NA,NA,"5299","Innamincka Regional Reserve",140.178,-27.014,0,0,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6395","Red-necked avocet","08331830",2013-07-02,NA,NA,"5209","Innamincka Regional Reserve",140.178,-27.014,0,NA,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6396","Red-necked avocet",NA,2012-01-02,"F",NA,"1797","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6397","Red-necked avocet","08331832",2013-07-02,NA,NA,"5221","Innamincka Regional Reserve",140.178,-27.014,0,0,"U","Charadriiformes",-27.01,140.18,2013,7,"2012","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6398","Red-necked avocet","08331318",2013-01-06,NA,NA,"3624","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6399","Red-necked avocet",NA,2012-01-02,"F",NA,"1793","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6400","Red-necked avocet","08331315",2013-01-06,"M",NA,"3614","Western Port",145.48,-38.23,0,1,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6401","Red-necked avocet","08331857",2014-03-14,NA,"A","5842","Innamincka Regional Reserve",140.178,-27.014,0,1,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6402","Red-necked avocet","08331863",2014-03-15,NA,"J","5850","Innamincka Regional Reserve",140.178,-27.014,0,0,"1","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6403","Red-necked avocet",NA,2014-03-22,"F","A","6003","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6404","Red-necked avocet","08331861",2014-03-15,NA,"A","5848","Innamincka Regional Reserve",140.178,-27.014,0,0,"1+","Charadriiformes",-27.01,140.18,2014,3,"2013","W",NA,"Shorebird","Red-necked avocet","Charadriiformes"
"6405","Red-necked avocet","08331355",2013-01-06,"F",NA,"3592","Western Port",145.48,-38.23,0,1,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6406","Red-necked avocet",NA,2012-01-02,"F",NA,"1855","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6407","Red-necked avocet","08363959",2012-01-02,NA,"A","1881","Western Port",145.48,-38.23,0,NA,"U","Charadriiformes",-38.23,145.48,2012,1,"2011","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
"6408","Red-necked avocet","08331328",2013-01-06,NA,NA,"3648","Western Port",145.48,-38.23,0,0,"U","Charadriiformes",-38.23,145.48,2013,1,"2012","S","Temp","Shorebird","Red-necked avocet","Charadriiformes"
